org,locale,support,error,junit,java,test,version,failed,derby,sqlstate,unknown,source,delete,found,rows,server,user,file,alpha,database,trigger,permission,statement,log,security,tests,class,denied,new,table,access,thread,logtofile,run,create,select,c,code,files,connection,read,execute,stored,exception,call,sun,securitymanager,following,row,using,running,set,message,check,mode,privilege,socket,com,fail,filepermission,end,fileoutputstream,information,testdecorator,column,revoke_select_trig,encrypted,data,fails,problem,manager,db,name,need,wshome,method,used,network,authentication,null,encryption,revoke,sql,needs,key,procedure,port,would,failures,drop,jhome,opening,localhost,ant,see,contains,write,also,like,buglabel
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,16,1,0,0,12,0,2,2,0,0,0,11,3,1,0,1,0,4,1,3,12,1,0,2,0,0,7,2,0,3,0,0,82,0,0,3,3,0,0,1,0,0,4,3,0,3,1,0,1,3,0,1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1
4,0,0,2,23,18,18,2,0,4,0,0,1,0,0,0,0,1,8,0,0,0,5,0,0,8,10,0,1,0,0,8,1,0,11,0,0,72,1,0,0,1,0,0,5,0,0,4,1,0,0,3,0,0,4,0,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,7,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1
8,0,0,0,0,27,8,0,0,9,0,0,0,0,0,0,8,0,9,0,0,0,5,0,1,9,0,0,2,0,0,9,4,0,4,0,0,86,0,0,0,4,0,0,2,0,0,4,0,0,0,0,2,0,4,0,1,0,2,2,2,0,4,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
10,0,0,13,3,31,53,0,3,20,0,0,0,1,0,0,0,0,28,0,0,0,10,0,17,12,19,0,7,0,0,23,0,0,1,0,0,133,0,2,0,8,0,0,7,0,3,4,0,0,0,0,2,0,4,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,2,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,6,0,0,0,2,1,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
0,15,13,2,0,13,2,16,0,37,0,0,0,1,13,3,1,21,0,0,3,0,0,2,2,0,0,1,0,0,6,3,0,0,2,4,0,77,0,0,1,0,2,0,0,2,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,3,0,1,0,16,3,0,0,0,0,1,2,0,0,0,1,0,0,0,13,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,3,0,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
12,0,2,1,12,39,57,7,0,15,0,0,0,0,0,0,16,0,0,4,0,0,2,0,0,7,26,0,2,0,0,14,0,0,11,0,0,119,0,0,0,0,0,0,6,0,16,0,1,2,0,0,22,0,2,0,1,0,10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,16,0,8,3,0,52,0,0,0,16,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,0,7,0,23,0,0,0,24,0,0,1,1,0,0,0,4,18,0,6,0,2,0,16,0,0,0,0,2,1,0,0,8,3,1,0,143,0,3,5,1,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,5,11,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,3,32,35,82,0,4,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,49,0,0,0,0,7,0,0,22,0,0,88,2,0,0,0,0,0,0,0,4,0,0,0,0,0,50,0,0,0,0,0,1,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,2,0,0,20,1,1,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1
0,0,0,4,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,8,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,23,0,0,1,1,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,8,0,8,0,2,0,0,0,0,1,4,0,0,0,2,3,3,56,0,0,0,0,6,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,15,0,1,0,15,0,0,0,0,0,0,1,0,0,1,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17,0,3,3,0,4,30,0,0,21,0,11,13,0,2,0,0,0,2,0,3,0,0,7,0,0,11,0,0,2,0,0,0,0,2,0,0,105,0,0,2,0,4,0,9,1,1,0,1,0,0,0,2,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,15,0,1,0,0,1,0,9,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,3,0,0,1,2,1
0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4,0,0,9,0,18,9,0,1,6,0,3,3,0,0,0,0,0,9,0,4,0,6,0,0,9,4,13,2,0,0,9,0,0,3,0,0,93,1,0,0,0,0,0,6,0,0,4,1,0,0,1,0,0,4,0,2,0,1,3,2,0,4,0,0,0,0,0,4,2,0,5,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,1
0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
14,0,0,0,0,16,2,0,0,15,0,14,14,0,0,0,0,0,0,0,2,0,7,6,0,10,0,9,1,0,4,11,0,0,1,0,0,139,2,0,0,0,10,0,2,0,0,6,0,0,2,0,6,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1
0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,3,0,0,1,0,0,2,0,0,1,0,0,31,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,12,8,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,5,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,4,7,91,2,0,0,1,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,34,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,0,0,2,0,37,18,0,0,8,0,0,1,0,2,0,0,0,0,0,11,0,0,0,0,2,9,33,0,3,0,2,0,0,1,0,0,69,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,12,2,0,0,0,2,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,14,0,6,2,0,1,33,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,11,0,1,0,0,0,4,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
