id,summary,security
256,Update hive config to enable authorization    In /etc/hive/conf/hive-site.xml&lt;property&gt; &lt;name&gt;hive.security.authorization.enabled&lt;/name&gt; &lt;value&gt;true&lt;/value&gt; &lt;description&gt;enable or disable the hive client authorization&lt;/description&gt;&lt;/property&gt;&lt;property&gt; &lt;name&gt;hive.security.authorization.manager&lt;/name&gt; &lt;value&gt;org.apache.hcatalog.security.HdfsAuthorizationProvider&lt;/value&gt; &lt;description&gt;the hive client authorization manager class name. The user defined authorization class should implement interface org.apache.hadoop.hive.ql.security.authorization.HiveAuthorizationProvider. &lt;/description&gt;&lt;/property&gt;In /etc/hive/conf/hive-env.sh  add -export HIVE_AUX_JARS_PATH=/usr/lib/hcatalog/share/hcatalog/hcatalog-0.4.0.jar   ,0
257,Manage services section will have any empty section when no client only components installed    On the manage services page we have a section for client only services that have no long running processes.If the user has no such component there is a heading but no content. Maybe we can hide the heading when no such service is present.   ,0
262,Init Wizard: Advanced Config validation errors can be bypassed    Make the Naigos password (and re-type password) different so as you cause a validation error.This will let the user move on to the next screen by ignoring all other validation errors on this page.   ,0
264,Nagios Admin Contact should be checked to ensure it is always an email address       ,0
274,Templeton data on hdfs needs to be readable by all users    Content of /user/templeton dir-bash-3.2$ hadoop dfs -ls /user/templetonFound 4 items-rw-r--r-- 3 templeton hdfs 107373 2012-05-14 19:53 /user/templeton/hadoop-streaming.jar-rw------- 3 templeton hdfs 35352096 2012-05-14 19:53 /user/templeton/hive.tar.gz-rw------- 3 templeton hdfs 47909478 2012-05-14 19:53 /user/templeton/pig.tar.gz-rw------- 3 templeton hdfs 127652 2012-05-14 19:53 /user/templeton/ugi.jarOnly templeton user can use the jars   ,0
276,Update HDFS parameter configuration description    Updating the short description and tooltip long description as follows:Changing the text that affects WebUI as follows: filesystem -&gt; file system HDFS Append Enabled -&gt; Append enabled HDFS WebHDFS Enabled -&gt; WebHDFS enabled Hadoop maximum Java heap size -&gt; Hadoop maximum Java heap size (MB)  Java Heap Size for slave daemons -&gt; Maximum Java heap size for daemons such as Balancer in MB (-Xmx)   NameNode maximum Java heap size -&gt; NameNode initial Java heap size (MB)  Java Heap Size for NameNode -&gt; Initial and minimum Java heap size for NameNode in MB (-Xms)   Hadoop Young Generation heap size -&gt; NameNode new generation size (MB)  Maximum size for New Generation for java heap size -&gt; Default size of Java new generation in MB for NameNode (-XX:NewSize)   DataNode Java heap size -&gt; DataNode maximum Java heap size (MB)  Java Heap Size for DataNode -&gt; Maximum Java heap size for DataNode in MB (-Xmx)   ,0
280,Cleanup of utilities    We need an api for the UI to figure out the status of the cluster.   ,0
283,Fixup review and deploy rendering    Currently render of the review and deploy page is messy.   ,0
287,Add link to uninstall on index page    Uninstall link is now hooked into the index page.   ,0
290,Comment in addNodesWizardInit.js.    Comment in addNodesWizardInit.js.   ,0
292,HTML being spewed in the Review+Deploy page.    HTML being spewed in the Review+Deploy page.   ,0
300,Change the status message (success/error) location so that it shows below the page summary box  rather than above  more better visibility       ,0
302,regionservers config in the hbase only has localhost in it    /etc/hbase/conf/regionserver should correctly populate the slaves list   ,0
304,Upgrade to yui-3.5.1       ,0
310,Externalize message resources for the welcome page.  Update styles on various pages.       ,0
312,Uninstall's wipe flag should be correctly passed to puppet       ,0
316,Grid mount points page doesn't let one pass with only a custom mount point       ,0
319,Scale puppet master to large number of nodes.    Scale puppet master to large number of nodes.   ,0
323,During any process in the cluster initialization wizard  if the user goes back to the '1 Create Cluster' tab  the user is stuck.       ,0
326,Dependencies should be added only during install phase    Host level dependencies are being set in running stage as well  which is redundant. It can be assumed that dependencies were installed at install stage.   ,0
330,Provide a way to resume if browser crashes/is closed during the deploy-in-progress    Currently when the browser is closed one cannot view the install in progress. They will have to look at the logs on the hmc machine to figure out whats going on. It would be nice if we can provide a way to get back to the install progress.   ,0
335,Redundant downloads even though the artifacts are already installed    Artifacts (such as mysql-connector.zip  hive.tar.gz  pig.tar.gz  ext.zip) are being downloaded even though they are previously installed leading to additional execution time.   ,0
338,Cluster status update needs to happen for all stages of installation wizard.    Cluster status should be updated in db for each stage of the installation wizard. This is used to enable restart of browser and also showing status of the cluster on the index page.   ,0
339,Making transitionToNextStage more robust    If the currentStage is null  we should not proceed with a transition.   ,0
349,Logging in case of error during uninstall needs to be fixed.    Logs disappear post uninstall because the transaction is also cleaned from the db.   ,0
352,Add flow control - force redirects to appropriate pages based on cluster configuration status for better usability    If no cluster has been set up yet  redirect to the welcome page.If a cluster is being configured (but has not gone thru deployment)  redirect to Step 1 of the cluster init wizard.If a cluster is being deployed  redirect to the deployment progress page.If a cluster has gone thru deployment but failed  redirect to the re-install page.If a cluster has gone thru deployment and succeed  do not perform any forced redirect.   ,0
357,Redesign master service assignment page so that it takes up less vertical space       ,0
362,Create lock file as part of rpm install    Lock file is being created as part of create cluster. This is brittle and needs to be done as part of the rpm install.   ,0
366,Package up the fonts/ subdirectory in the HMC RPM    The new fonts/ subdirectory used for the buttons on the ManageServices page isn't packaged up.   ,0
369,Improve Service Management page and general popup styling       ,0
371,Mysql packages not being sent during install and uninstall    Mysql packages not being sent during install and uninstall.   ,0
377,Uninstall does not handle component dependencies.    Uninstall does not handle component dependencies.   ,0
386,On Single Node install when install all the components the recommended num for Map/Reduce Tasks is too high    Use lower count of maps/reduce slots for a single node install.   ,0
393,ZooKeeper myid files not existent on ZK install.    ZooKeeper myid files not existent on ZK install.   ,0
394,Add nodes fails to find node in db    Host not found in db error on assign nodes page   ,0
399,Cannot uninstall - the page hangs with the spinning icon       ,0
401,Manual config changes for nn get reset on stop/start from hmc    Manual config changes for nn get reset on stop/start from hmc   ,0
402,Completing successful add node takes one to initialize cluster page starting from scratch       ,0
404,Unify the top nav for both Monitoring and Cluster Management       ,0
414,Add rpm spec for hmc agent.    Add rpm spec for hmc agent.   ,0
415,Reset service back to original state after reconfiguration       ,0
420,Improve style on error log popups       ,0
426,Reinstall of cluster after failure to install results in failure    According to Bikas:I tried to install a single node cluster. That failed for some random issue.I was presented an option to reinstall.I clicked on that option and it asked me to uninstall.I chose uninstall and wipe data option.Uninstall failed.This happened because the install did not complete in the first place.Thu May 24 17:45:28 -0400 2012 /Stage17/Hdp-oozie::Service/Hdp-oozie::Service::Createsymlinks/usr/lib/oozie/oozie-server/lib/mapred-site.xml/File/usr/lib/oozie/oozie-server/lib/mapred-site.xml/ensure (err): change from absent to present failed: Could not set 'present on ensure: No such file or directory - /usr/lib/oozie/oozie-server/lib/mapred-site.xml at /etc/puppet/agent/modules/hdp-oozie/manifests/service.pp:61   ,0
429,Fix bug with jmx parsing on HBase.    Fix bug with jmx parsing on HBase.   ,0
433,Using service stop instead of killall for uninstall       ,0
435,Uninstall needs to update status for failure.    This is to enable the routing layer to redirect appropriately.   ,0
442,Duplicate definition: Class[Hdp-hbase::Regionserver::Enable-ganglia]    Duplicate definition: Class&#91;Hdp-hbase::Regionserver::Enable-ganglia&#93; is already defined; cannot redefine at /etc/puppet/agent/modules/hdp-ganglia/manifests/monitor.pp:37 on node ip-10-64-19-248.ec2.internal   ,0
449,Post cluster install/deploy the URL hmc/html/initializeCluster.php should be disabled    Install a cluster. Then go to http://&lt;host&gt;/hmc/html/initializeCluster.php URL. You get a page enter cluster name. If you enter a cluster name  existing install is wiped out. We need to disable this URL on an installed cluster.Only way to enable this should be uninstall.   ,0
450,Boldify/Redify restart HMC message when nagios/ganglia is on the hmc host       ,0
455,nagios shows service status critical if hbase is not installed       ,0
466,Add nodes page alerts removed in case of adding duplicate nodes    Alerts that are being shown needs to be changed to be compatible with current implementation of showing errors. A link now appears to 'Show the duplicate nodes' which shows the duplicate nodes.   ,0
467,Fix hive stop to escape $.       ,0
468,Post-Install Add Nodes - update progress title and success/error messages to reflect what it's actually doing/has done       ,0
475,Add missing JS file for making post cluster install Add Nodes work       ,0
482,Show the same welcome page to the user if the user starts configuring a cluster but has not started deploy yet       ,0
486,Add Node installs MySQL Server for Hive    Adding slave nodes post cluster install will install MySQL Server if Hive was selected as a service at the time of cluster installation.   ,0
488,Manage service needs a way to recover from terminated browser sessions    We need to block users from being able to start/stop services when we have a batch of start/stop activities are already in progress.Do something similar to deployment progress display and bring the user back to that modal status display which will end when we detect success/failure.   ,0
491,Service Reconfiguration screens should respect the 'reconfigurable' attributes set in ConfigProperties table    Some service config parameters are editable (can be customized on initial install)  but cannot be reconfigured post cluster install.This info is stored in ConfigProperties table  but the Service Reconfiguration screens are allowing these non-reconfigurable parameters to be changed.   ,0
492,make support for os check a bit more robust       ,0
493,Add rack_info as column in Hosts table       ,0
494,Fix node assignments not not allow slaves on master.       ,1
501,Speed up page load/reload times       ,0
508,Support Resume For Add Nodes    Just like for Manage Services + Deploy + Uninstall.   ,0
510,Modify the router to force redirection to 'Add Nodes Progress' popup       ,0
512,Fix puppet manifests for tarball downloads via rpms.       ,0
519,update to fix the ganglia monitor_and_server anchor problem    update to fix the ganglia monitor_and_server anchor problem   ,0
528,Fix oozie smoke test failure    Oozie smoke test failing with 'Error: E0301 : E0301: Invalid resource &#91;usr/lib/oozie/conf&#93;'   ,0
529,Fix Advanced Config: HDFS reserved space is in bytes. Too many bytes to count.    Simplify user input.   ,0
539,Create a spec file with less dependencies for HMC    Simplify process for users that want to use different dependencies for PHP and Ruby.e.g PHP-5.3  ruby-1.8.7   ,0
543,Rpm naming needs to be corrected.    Rpm naming needs to be corrected.   ,0
544,Templeton configs for pig archive not correct in HMC    From Arpit:The configs for pig in templeton are wrong.The deployed configs are&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;They are missing the pig tar ball. For example they should be&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/pig.tar.gz&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;pig.tar.gz/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;So both the properties are missing 'pig-0.9.2.tar.gz'   ,0
546,Puppet fails to install 32-bit JDK properly on RHEL6    mkdir -p /usr/jdk32 ; chmod +x /tmp/HDP-artifacts//jdk-6u31-linux-i586.bin; cd /usr/jdk32 ; echo A | /tmp/HDP-artifacts//jdk-6u31-linux-i586.bin -noregister 2&gt;&amp;1Unpacking...Checksumming...Extracting.../var/www/html/downloads/jdk-6u31-linux-i586.bin: ./install.sfx.1794: /lib/ld-linux.so.2: bad ELF interpreter: No such file or directoryFailed to extract the files. Please refer to the Troubleshooting section ofthe Installation Instructions on the download page for more information.Puppet should ensure glibc.i686 is installed before trying to install jdk.   ,0
547,Change os type check during node bootstrap to allow RHEL6 or CentOS6 nodes    hmc/php/frontend/addNodes/verifyAndUpdateNodesInfo.php hardcodes checks to only allow rhel5 or centos5 nodes.   ,0
548,Puppet agent install script should use correct epel repo    hmc/ShellScripts/puppet_agent_install.sh hardcodes to epel-release rpm for CentOS-5.4. Should be more intelligent to handle different OS types.   ,0
550,Add support to jump to a specified state in the wizard for development purposes       ,0
552,Update README to point to trunk    We need to fix the README to point to trunk after the merge of ambari-186 branch.   ,0
565,Remove YUI source files from SVN    Currently YUI 3.5.1 source files are in SVN.We don't really need to have them checked into SVN as we don't track changes. We are pre-concatenating and minifying the YUI js files  so we don't need the files to run Ambari anyhow.We should just remove them from SVN and instead just checkin the tarball.   ,0
566,Update documentation    Modify pom.xml to create output files under ../site  rather than ./target.Make minor wording modifications.   ,0
569,Nagios install fails on RHEL6    Puppet layer  when trying to install nagios  tries to install php-pecl-json when it is not needed and fails when trying to do so. On RHEL6  php-5.3 is default which has the json module built into it.   ,0
570,Consolidate head tags for organization and combine CSS files for faster load       ,0
573,Puppet error: Cannot reassign variable zookeeper_hosts at modules/hdp/manifests/params.pp:47    Seems like a typo: $zookeeper_hosts = hdp_default('zookeeper_hosts')Should be $public_zookeeper_hosts   ,0
576,In Custom config for Nagios: emails with multiple periods before the '@' fails validation       ,0
578,Custom Config page: don't allow form submission if there are client-side validation errors    Currently the button looks disabled when there are client-side validation errors  but it is clickable. This is a problem because there is no server-side validation to make sure that the passwords match.   ,1
581,special characters in hosts files created on some common windows editors causes issues       ,0
587,Rat compliance patch    Adding apache license to all the files within Ambari for rat tool compliance.   ,0
588,Externalize the manager service name and point the Help link to a valid URL    The master role assignment page (Step 5 of install) and the cluster topology summary page are referencing the manager service name as 'HMC Server'. This needs to be changed to 'Ambari' server.The post-install success message on a single-node install has the same issue.Currently  the Help link in the top nav launches a new tab and loads the page that the user is on. Instead  load the Help page on Ambari project website (for now  we'll point it to the Install Guide as a placeholder).   ,0
591,License header for PHP files should use PHP comments  not HTML comments    Some PHP files have the HTML-style comments. This is problematic sincethe license headers are becoming part of the HTML response. Worse yet  the headers are repeated multiple times in the response. This can also cause unexpected behavior.   ,0
592,Add a link to NOTICE file on every page    This is so that stuff with different compatible licenses can be attributed appropriately.   ,0
597,Remove /usr/bin/php dependency from the rpm's       ,0
600,Fix lzo installs to work correctly on RHEL6       ,0
607,Increase puppet timeouts to handle single-node installs timing out       ,0
614,The database set up script has a duplicate definition of AmbariConfig so install fails       ,0
615,Eliminate redundant and unused definition for the columns in the table ConfigProperties    ConfigProperties table has a column named 'display_type'.There's also a JSON-encoded 'display_attributes' column.The 'display_attributes' column has the attributes 'isPassword'  'displayType'  and 'noDisplay'. This is duplicate information is already stored by the 'display_type' column so these attributes are not needed.Upon inspecting the code  these attributes are not used so changing them have no effect. We should simply get rid of these attributes.   ,0
628,hdp-nagios and hdp-monitoring has wrong configuration file location  also owner:group permissions are wrong.    Suse environment has wrong configuration location for hdp-dashboard and hdp-nagios. Also  owner:group permissions were wrongly set to root:root instead of 'wwwrun' and group is 'www   ,1
633,Fix invalid HTML markup on Monitoring Dashboard       ,0
635,Add Nodes Progress: for partial failure that lets the user continue  display an orange bar rather than a red bar in the progress popup       ,0
636,Support for Hadoop Security (front-end changes)       ,0
638,Weirdness with Custom Config page when the user goes back to previous stages    Issue 1. Going back and forth between different stages in the Cluster Install Wizard  it is possible to get into a state where Custom Config form has the submit button disabled but no field errors are shown.Steps to replicate: Go up to Stage 6  but do not submit the form Go back to Stage 3 Go up to Stage 6 again. No field errors are shown when they should be.Issue 2. Custom Config stage is skipped once you get to 'Review and Deploy' and go back to a stage preceding Custom Config.Steps to replicate: Go thru the Cluster Install Wizard up to Stage 7 ('Review and Deploy')  but do not submit the form. Go back to Stage 4 or 5. Once you submit the form on Stage 5  Stage 6 is skipped and goes directly to Stage 7. If you go back to Stage 3 or earlier  then Stage 6 will not be skipped.   ,0
668,Ambari should install yum priorities on all nodes to ensure main repo is picked first    Depending on which main hadoop repo is used to setup the cluster  sometimes  wrong packages may be pulled from add-on repos even if the main repo has a higher priority and has the same package. This can create problems by incompatible dependencies getting installed at times.   ,0
675,Make puppet generate more logs on command failures       ,0
689,Fix ambari agent init.d scripts and the bootstrapping.       ,0
701,Ambari does not handle a pre-setup user-supplied Hive Metastore    Ambari treats a Hive Metastore as something that it still needs to install and setup even though it may not have the necessary permissions to do so.   ,0
1072,Change text on alerts 'about XX hours ago'    Alerts should have text like :OK for about 17 hoursWARN for about 17 hoursCRIT for about 17 hours   ,0
1081,HDFS disk capacity on dashboard is seen as negative number    Sometimes disk capacity calculations end up in negative numbers.   ,0
1085,Remove files from ambari-web that were not meant to be checked in    ambari-web/node_modules  ambari-web/public  ambari-web/ambari.iml were not meant to be checked in. Must remove.   ,0
1092,dashboard > Summary > capacity pie chart keeps changing colors       ,0
1096,Create heatmap legend entries for missing data/invalid hosts    Currently we dont fill anything which is ambiguous.   ,0
1098,Switching services does not update various UI elements    When you switch services in the UI  sometimes alerts are mismatched compared to selected service. Also the highlights in left-bar are not working.   ,0
1102,Error handling when errors are encountered during preparation for deploy    Currently  if any errors are encountered during preparation for deploy  the user is taken to the deploy page and the hosts will be shown as 'Waiting' but nothing happens. This is bad UX.At a minimum  we should prevent the user from proceeding and display an appropriate error message if any error is encountered after 'Deploy' is clicked  but before we transition to Step 9.We should also think about how a user can recover from this situation.At this point  the deploy has not initiated  but certain API calls may have succeeded  so we may have incomplete info in the database. Currently there's no convenient way to 'rollback'.We can either ask the user to clean the slate by reinitializing the database and try again (should succeed if the original problem was temporary).We can also build more logic in the UI to retry  check if records already exist  etc...   ,0
1103,Need to be able to reliably recover from the case when the browser is closed during deploy (Step 8 post submission  Step 9) of the wizard    Need to be able to reliably recover from the case when the browser is closed during deploy (Step 8 post submission  Step 9) of the wizard.Even after submitting  Step 10  its taking to Step 9 after browser restart. Ideally it should take to monitoring page.   ,0
1106,User-specified custom configs (such as hdfs-site.xml overrides) should be persisted to maintain what the user specified       ,0
1113,Install Wizard: Confirm host stuck at Preparing stage    With the install wizard went to assign slaves page successfully  returned back to Welcome page  reentered data and then the UI got stuck at Confirm hosts page.   ,0
1115,Host component live status is broken    When datanode is stopped on a host  its status keeps jumping.   ,0
1123,Ambari heatmaps and host information shows infinity for disk space used    When cluster is started after install  it has disk_total of null which results in Infinity.   ,0
1125,Graphs 'degrade' over time    Leave a page with graphs open for several minutes.The graphs become really coarse.It probably has something to do with the fact that Ganglia only provides 6-minute averages beyond the first 61 minutes (first 61 minutes  Ganglia keeps 15-second samples) and we may not be exactly querying for the last 60 minutes.   ,0
1142,On Notification Popup  clicking 'go to nagios UI' doesn't load nagios UI    1) Cause notification to occur (for example  stop oozie)2) On dashboard  click notification icon3) On the notification popup  click 'go to nagios web UI'4) nothing happens.This issue is on IE9  Safari and Chrome. Works fine on Firefox.   ,0
1143,tmpfs filesystem being added to the list in the dir used by Ambari    I saw this on a sles cluster. On EC2 they have a tmpfs mounted and Ambari picked it up.Not sure what the ideal solution is but i feel tmpfs should not be included in the available mount points.Also the tmpfs is being used in various directories that will have to change during the install.Attached screenshots.   ,0
1150,Installer Wizard - Retry feature in Deploy step (Step 9) is broken       ,0
1151,Reconfigure fails silently; it's not firing any API calls due to a JS error       ,0
1153,Host jams in status 'Preparing' if host name is wrong       ,0
1154,The check boxes to check/uncheck one of the members in a multi artifact graphs is not very readable. It should be more apparent on which one the user clicked on       ,0
1159,Check the log/run dir locations to make sure its an abs path       ,0
1164,Disk Info Metrics and memory usage sometimes do not show up for an hour or so.    Disk Info Metrics and memory usage sometimes do not show up for an hour or so.   ,0
1181,Clean up table header UI for sorting and filter clear 'x' for Hosts table       ,0
1182,Clean up table header UI for sorting and filter clear 'x' for Jobs table       ,0
1184,After adding hosts  the host count shown in the Dashboard is incorrect       ,0
1190,Detailed log view dialogs are not center-aligned       ,0
1196,Automatically update host-level popup info/logs    For host-level popup info/logs that appear during the deploy step (Step 9) of the Install and Add Hosts Wizards  the information shown is not automatically updated based on the latest values in the models when the background poller updates the models.Currently  the user needs to close the popup and then re-open to see the updated info.   ,0
1207,Remove /hdp as the httpd conf for any of the nagios urls - should replace it with ambarinagios or something else.    Remove /hdp as the httpd conf for any of the nagios urls - should replace it with ambarinagios or something else.   ,0
1210,Allow capacity scheduler to be attached to host role configs for CS configurability in the API's.    Allow capacity scheduler to be attached to host role configs for CS configurability in the API's.   ,0
1214,In any starts fails  'warn' the host and the overall install    If any service start fails  'warn' the host and 'warn' the overall install.Allow the other start tasks to complete.Allow the user to click next.   ,0
1216,Add filters module       ,0
1218,Refactor Job Browser User filter       ,0
1223,Confirm Hosts page: It looks like hosts disappear if you are on 'Fail' filter and click on 'Retry Failed' button       ,0
1224,Drop the 'all' option from Hosts > Component Filter and Jobs > Users Filter       ,0
1229,Dashboard - make disk usage pie chart in HDFS summary easier to understand       ,0
1231,Replace sudo with su in the ambari setup script since ambari server setup is already run as root.    Replace sudo with su in the ambari setup script since ambari server setup is already run as root.   ,0
1233,Directory permissions on httpd /var/www/cgi-bin should not be touched by Ambari.    Directory permissions on httpd /var/www/cgi-bin should not be touched by Ambari.   ,1
1235,Host health indicator should have a tooltip showing details       ,0
1244,Install Options - line up the Target Hosts section with the rest of the page       ,0
1253,Use ember-precompiler-brunch npm plugin    Use the Ember Handlebars precompiler plugin (ember-precompiler-brunch) that's in the NPM registry so that we can specify a specific plugin version to use in package.json  rather than the current plugin that Ambari Web uses (which is not in the NPM registry - it is retrieved from a git repo and Ambari Web can break if the plugin gets updated).   ,0
1259,Fix the host roles live status not go back to INSTALLED if it was in START_FAILED state.    Fix the host roles live status not go back to INSTALLED if it was in START_FAILED state.   ,0
1260,Remove hard coded JMX port mappings    The JMXPropertyProvider contains a map of component names to ports ... JMX_PORTS.put('NAMENODE'  '50070'); JMX_PORTS.put('DATANODE'  '50075'); JMX_PORTS.put('JOBTRACKER'  '50030'); JMX_PORTS.put('TASKTRACKER'  '50060'); JMX_PORTS.put('HBASE_MASTER'  '60010');These ports can change in configuration. Need to create the mapping dynamically.This is required for secure HDP cluster to work.   ,0
1264,Service graphs refresh with spinners    Service graphs are refreshing with spinners  rather than simply shifting to the left.See the attached movie clip.   ,0
1265,Job Browser - Filter by Input  output and duration    &lt;expression&gt; ::= [&lt;operator&gt;] [&lt;whitespace&gt;]* &lt;value&gt; [&lt;duration-unit&gt; | &lt;io-unit&gt;]&lt;operator&gt; ::= '&gt;' | '&lt;' | '='&lt;whitespace&gt; ::= ' '&lt;value&gt; :== int | float&lt;duration-unit&gt; ::= 's' | 'm' | 'h'&lt;io-unit&gt; ::= 'k' | 'kb' | 'm' | 'mb' | 'g' | 'gb'If &lt;operator&gt; is ommitted  '=' is assumed.If &lt;duration-unit&gt; is omitted  's' is assumed.If &lt;io-unit&gt; is omitted  'k' is assumed.&lt;duration-unit&gt; and &lt;io-unit&gt; are case-insensitive.   ,0
1266,Agent checks packages as part of host check but doesn't tell which ones are needed or conflicting    Agent checks packages as part of host check but doesn't tell which ones are needed or conflicting   ,0
1267,Store example Hive Queries somewhere in Ambari that's easily accessible for demo/test purposes    Store example Hive Queries somewhere in Ambari that's easily accessible for demo/test purposes   ,0
1271,On Confirm Hosts page  add a link to show the Host Checks popup in the success message       ,0
1273,Edit User: No error message is shown when the user does not enter the correct 'old password'    No error message is shown when the user does not enter the correct 'old password' when editing an user.   ,0
1274,Shrink top nav height    Navbar's height should be shrunk to ~40px.   ,0
1275,Incorrect displaying 'Background operations' window after changing state of component    Steps:1. Change state (start/stop operations are preferable) for lot of components so that the number of background operations was approximately 20-30;2. Change size of browser (800-900 px);3. Go to down of page;4. Change state for next component;5. Confirm changing;Result:'Background operations' window was opened  but it 'OK' button is not visible.Expected result:'Background operations' window contains scroll bar for all background operations. 'OK' button is available for using.   ,0
1277,Failing build due to url moved on Suse.    Failing build due to url moved on Suse. Looks like centos5 and 6 handle redirection all fine but doesnt look like the maven plugin handles that on SUSE.   ,0
1279,Make sure that Ambari Web renders all elements correctly when the browser width is 1024px or narrower    Current behavior is to dynamically layout elements as the browser viewport size changes. This causes elements to overlap  go outside the bounding box  positioned in a weird way  etc.Let's set minimum width to be 1024px (or maybe 980px to account for the scrollbar) and make sure that all elements are laid out correctly.Bigger than 1024px should still utilize more screen space as it does today.   ,0
1299,Bootstrap can hang indefinitely    I was bootstrapping 4 nodes. One of them got stuck in 'Installing' phase and won't time out even after ~30 minutes.It seems like starting of ambari-agent was hanging.   ,0
1300,Service status / host component status can get stuck in the green blinking state if stop fails - no further operation can be performed    This happens when a service/host component is running  but stop fails. This leaves the desired_state in the INSTALLED (i.e.  STOPPED) state  while the live state is STARTED.Currently  UI assumes when desired_state==INSTALLED and state==STARTED  it is STARTING. This was a trick to get around the problem of backend live state update lagging and to make UI more responsive.   ,0
1305,Make sure that Ambari Web renders all elements correctly when the browser width is 1024px or narrower (refactor)    Current behavior is to dynamically layout elements as the browser viewport size changes. This causes elements to overlap  go outside the bounding box  positioned in a weird way  etc.Let's set minimum width to be 1024px (or maybe 980px to account for the scrollbar) and make sure that all elements are laid out correctly.Bigger than 1024px should still utilize more screen space as it does today.   ,0
1308,Properly display Apps page aggregate summary and data table when there are no data to be shown       ,0
1309,Remove all text from Apps views  controllers  templates to messages.js       ,0
1311,Host health indicator should have a tooltip showing few details (refactoring)       ,0
1321,Switching out of Jobs page does not launch popup anymore    On the jobs page click on Job-X and see the popup with all the job information. Now switch to Services page and come back to the jobs page. Now clicking on Job-X will not launch popup.   ,0
1330,Cluster missing hosts after successful install and restart.    Cluster missing hosts after successful install and restart. This bug got introduced due to my patch in AMBARI-1301.   ,0
1333,Add username validation for Ambari local users       ,0
1335,Show validation error when the user specifies target hosts that are already part of the cluster       ,0
1337,Refactor Job Browser filter       ,0
