id,org,locale,support,error,java,version,failed,test,sqlstate,delete,found,rows,derby,server,junit,alpha,user,file,security,source,unknown,trigger,log,denied,statement,access,tests,new,table,c,class,using,connection,permission,read,create,call,logtofile,database,select,row,exception,files,set,mode,check,code,socket,com,thread,run,securitymanager,message,fail,information,revoke_select_trig,sun,following,db,name,filepermission,column,wshome,encrypted,manager,encryption,end,key,need,port,jhome,opening,localhost,ant,authentication,drop,sql,method,revoke,running,jdbc,problem,needs,fileoutputstream,contains,used,network,fails,connect,granted,current,jar,execute,like,assert,would,client,begin,transaction,basicdaemon,buglabel
1643.txt,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
1729.txt,2,11,9,0,18,12,2,9,0,18,9,11,11,0,0,11,4,1,0,0,0,7,0,0,4,0,3,0,8,105,1,0,0,0,0,7,2,0,0,18,18,0,1,4,3,4,0,0,0,0,4,0,0,6,3,2,1,1,4,5,0,0,0,0,0,0,1,1,0,9,0,0,0,7,1,2,9,0,7,0,2,0,0,0,6,3,0,0,1,0,1,7,1,0,0,0,0,0,0,0,1
1760.txt,0,0,0,1,6,0,0,11,0,0,1,0,27,2,6,1,0,0,0,3,0,0,0,0,0,1,4,0,2,54,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,12,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,13,0,0,0,1
1832.txt,0,30,27,0,8,0,1,2,0,0,27,0,12,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,0,55,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0,1
1849.txt,0,0,0,28,2,0,35,2,28,36,4,12,6,0,0,0,50,1,0,0,0,10,0,0,8,0,1,0,0,115,0,0,10,0,0,8,8,0,0,34,18,2,0,10,8,8,0,0,0,0,0,0,0,44,0,10,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,40,0,25,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1
1900.txt,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1909.txt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,6,0,8,4,0,1,0,0,1,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
198.txt,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2040.txt,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,11,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2108.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2254.txt,48,0,0,0,50,0,5,2,0,0,0,1,57,0,0,0,3,45,0,0,0,0,86,0,11,1,0,1,0,193,2,2,2,0,14,0,2,24,5,0,4,1,0,5,0,6,1,0,10,14,7,0,0,9,0,0,2,2,7,0,0,0,0,0,6,0,4,0,0,2,0,0,0,3,0,0,4,0,0,1,3,0,0,0,1,0,0,0,3,0,0,0,7,2,14,1,6,0,2,12,1
2265.txt,6,0,0,1,10,0,0,22,0,0,1,0,7,1,1,0,0,0,3,0,0,0,1,0,0,0,7,0,0,39,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,6,0,1,1,10,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2268.txt,0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,3,1,0,0,14,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238.txt,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2556.txt,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,30,0,2,1,1,0,1,2,0,1,0,2,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2564.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606.txt,0,0,0,4,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,5,0,5,0,0,0,1,11,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,1
2754.txt,0,0,0,0,1,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,18,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,0,0,1
2796.txt,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2874.txt,3,0,0,2,16,0,0,1,0,0,0,0,12,11,0,0,3,1,12,2,2,0,3,2,1,7,1,0,0,82,0,3,3,4,3,0,0,0,1,0,0,1,0,0,0,3,0,6,1,2,3,4,1,0,0,0,0,3,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,2,0,0,2,0,0,0,1
2893.txt,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,4,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,7,0,0,0,0,0,1
3153.txt,4,0,0,2,18,2,0,18,0,0,0,0,4,0,23,0,1,8,8,1,0,0,0,1,0,8,10,0,0,72,0,0,0,5,1,0,0,0,0,0,0,5,0,0,0,4,1,0,0,1,11,4,0,2,0,0,0,1,2,0,1,0,0,0,4,0,0,0,1,0,0,0,0,11,0,0,0,0,0,3,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3160.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3174.txt,8,0,0,0,27,0,0,8,0,0,0,0,9,8,0,0,0,9,9,0,0,0,1,2,0,9,0,0,0,86,0,0,0,5,4,0,0,0,0,0,0,2,0,2,0,4,0,0,2,4,4,4,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3202.txt,10,0,0,13,31,0,3,53,0,1,0,0,20,0,3,0,0,28,12,0,0,0,17,7,0,23,19,0,0,133,0,0,0,10,8,0,0,0,0,0,0,7,2,2,0,4,0,0,1,0,1,4,0,5,0,0,3,0,1,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
324.txt,0,0,0,2,5,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3266.txt,0,15,13,2,13,16,0,2,0,1,13,3,37,1,0,0,21,0,0,0,0,0,2,0,2,3,0,0,6,77,1,0,1,0,0,4,2,0,3,0,3,0,0,2,0,0,0,0,2,0,2,0,0,0,3,0,1,0,16,3,0,0,0,0,0,0,1,0,0,13,0,0,0,1,2,0,1,0,0,0,4,1,0,0,0,0,1,0,5,0,1,9,2,1,0,1,2,0,0,0,1
3549.txt,1,0,0,3,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,2,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3558.txt,12,0,2,1,39,7,0,57,0,0,0,0,15,16,12,4,0,0,7,0,0,0,0,2,0,14,26,0,0,119,0,0,0,2,0,0,0,0,0,0,2,6,0,22,0,2,0,0,10,0,11,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
42.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485.txt,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1
622.txt,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,19,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
623.txt,0,0,0,0,2,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1
656.txt,14,0,0,0,16,0,0,2,0,0,0,0,15,0,0,0,0,0,10,14,14,0,0,1,6,11,0,0,4,139,9,2,0,7,0,0,0,0,2,0,0,2,0,6,0,5,2,0,1,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,1
857.txt,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,2,0,0,0,31,0,0,1,4,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
918.txt,2,0,0,0,8,0,0,28,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,7,5,0,30,8,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1
100.txt,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007.txt,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,91,0,0,0,0,1,4,17,0,0,7,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009.txt,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,34,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1037.txt,8,0,0,2,37,0,0,18,0,0,2,0,8,0,0,0,0,0,2,1,0,0,0,0,0,2,9,3,0,69,33,1,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0
1045.txt,0,0,0,14,6,0,1,2,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,11,0,0,0,0,9,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0
1046.txt,4,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0
1052.txt,14,0,0,4,19,0,0,5,2,0,0,0,14,4,0,0,0,0,4,7,0,0,0,0,0,0,2,1,0,131,0,0,22,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,1,0,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,10,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,21,0,0,0,0
1062.txt,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1064.txt,0,0,0,0,0,0,0,0,0,28,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,39,49,0,0,0,0,0,8,0,0,0,15,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089.txt,19,0,0,1,3,2,1,4,0,12,1,3,25,0,0,0,0,0,0,51,19,0,1,0,8,0,0,0,6,138,2,0,1,0,2,3,0,0,5,5,13,3,0,2,0,0,0,0,9,2,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,3,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0
1091.txt,3,0,0,0,0,0,0,7,0,0,1,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,8,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1101.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,1,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107.txt,0,0,0,0,0,9,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,83,0,0,3,0,0,2,8,0,12,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,3,0,2,6,2,0,0,0,0,0,0,4,0,2,0,2,0,0,1,1,0,0,0,0
1113.txt,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1127.txt,12,0,0,2,26,0,1,9,0,0,1,0,16,1,0,0,0,0,0,1,1,0,1,0,26,0,5,2,0,121,0,0,0,0,12,1,19,0,4,0,0,2,0,10,0,0,0,0,4,8,0,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,18,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,0,0,0,12,17,0,0,0
1128.txt,4,0,0,0,6,0,1,7,4,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0
1132.txt,0,0,1,12,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,52,0,2,0,0,0,1,0,0,1,4,0,0,0,4,1,0,1,0,1,0,3,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0
